"","town","to_psi","K12_GRAD_SCHOOL_YEAR","psi_class","latitude","longitude","count"
"2178","New Aiyansh","LANG","2011-2012","non-NWCC",55.2834,-129.0503,0
"2179","New Aiyansh","LANG","2012-2013","non-NWCC",55.2834,-129.0503,1
"2180","New Aiyansh","LANG","2013-2014","non-NWCC",55.2834,-129.0503,1
"2181","New Aiyansh","NIC","2004-2005","non-NWCC",55.2834,-129.0503,0
"2182","New Aiyansh","NIC","2005-2006","non-NWCC",55.2834,-129.0503,0
"2183","New Aiyansh","NIC","2006-2007","non-NWCC",55.2834,-129.0503,0
"2184","New Aiyansh","NIC","2007-2008","non-NWCC",55.2834,-129.0503,0
"2185","New Aiyansh","NIC","2008-2009","non-NWCC",55.2834,-129.0503,0
"2186","New Aiyansh","NIC","2009-2010","non-NWCC",55.2834,-129.0503,0
"2187","New Aiyansh","NIC","2010-2011","non-NWCC",55.2834,-129.0503,0
"2188","New Aiyansh","NIC","2011-2012","non-NWCC",55.2834,-129.0503,0
"2189","New Aiyansh","NIC","2012-2013","non-NWCC",55.2834,-129.0503,0
"2190","New Aiyansh","NIC","2013-2014","non-NWCC",55.2834,-129.0503,0
"2191","New Aiyansh","NLC","2004-2005","non-NWCC",55.2834,-129.0503,0
"2192","New Aiyansh","NLC","2005-2006","non-NWCC",55.2834,-129.0503,0
"2193","New Aiyansh","NLC","2006-2007","non-NWCC",55.2834,-129.0503,0
"2194","New Aiyansh","NLC","2007-2008","non-NWCC",55.2834,-129.0503,0
"2195","New Aiyansh","NLC","2008-2009","non-NWCC",55.2834,-129.0503,0
"2196","New Aiyansh","NLC","2009-2010","non-NWCC",55.2834,-129.0503,0
"2197","New Aiyansh","NLC","2010-2011","non-NWCC",55.2834,-129.0503,0
"2198","New Aiyansh","NLC","2011-2012","non-NWCC",55.2834,-129.0503,0
"2199","New Aiyansh","NLC","2012-2013","non-NWCC",55.2834,-129.0503,0
"2200","New Aiyansh","NLC","2013-2014","non-NWCC",55.2834,-129.0503,0
"2201","New Aiyansh","NVIT","2004-2005","non-NWCC",55.2834,-129.0503,0
"2202","New Aiyansh","NVIT","2005-2006","non-NWCC",55.2834,-129.0503,0
"2203","New Aiyansh","NVIT","2006-2007","non-NWCC",55.2834,-129.0503,0
"2204","New Aiyansh","NVIT","2007-2008","non-NWCC",55.2834,-129.0503,0
"2205","New Aiyansh","NVIT","2008-2009","non-NWCC",55.2834,-129.0503,0
"2206","New Aiyansh","NVIT","2009-2010","non-NWCC",55.2834,-129.0503,0
"2207","New Aiyansh","NVIT","2010-2011","non-NWCC",55.2834,-129.0503,0
"2208","New Aiyansh","NVIT","2011-2012","non-NWCC",55.2834,-129.0503,0
"2209","New Aiyansh","NVIT","2012-2013","non-NWCC",55.2834,-129.0503,0
"2210","New Aiyansh","NVIT","2013-2014","non-NWCC",55.2834,-129.0503,0
"2211","New Aiyansh","NWCC","2004-2005","NWCC",55.2834,-129.0503,0
"2212","New Aiyansh","NWCC","2005-2006","NWCC",55.2834,-129.0503,0
"2213","New Aiyansh","NWCC","2006-2007","NWCC",55.2834,-129.0503,0
"2214","New Aiyansh","NWCC","2007-2008","NWCC",55.2834,-129.0503,0
"2215","New Aiyansh","NWCC","2008-2009","NWCC",55.2834,-129.0503,0
"2216","New Aiyansh","NWCC","2009-2010","NWCC",55.2834,-129.0503,0
"2217","New Aiyansh","NWCC","2010-2011","NWCC",55.2834,-129.0503,0
"2218","New Aiyansh","NWCC","2011-2012","NWCC",55.2834,-129.0503,3
"2219","New Aiyansh","NWCC","2012-2013","NWCC",55.2834,-129.0503,5
"2220","New Aiyansh","NWCC","2013-2014","NWCC",55.2834,-129.0503,4
"2221","New Aiyansh","OKAN","2004-2005","non-NWCC",55.2834,-129.0503,0
"2222","New Aiyansh","OKAN","2005-2006","non-NWCC",55.2834,-129.0503,0
"2223","New Aiyansh","OKAN","2006-2007","non-NWCC",55.2834,-129.0503,0
"2224","New Aiyansh","OKAN","2007-2008","non-NWCC",55.2834,-129.0503,0
"2225","New Aiyansh","OKAN","2008-2009","non-NWCC",55.2834,-129.0503,0
"2226","New Aiyansh","OKAN","2009-2010","non-NWCC",55.2834,-129.0503,0
"2227","New Aiyansh","OKAN","2010-2011","non-NWCC",55.2834,-129.0503,0
"2228","New Aiyansh","OKAN","2011-2012","non-NWCC",55.2834,-129.0503,0
"2229","New Aiyansh","OKAN","2012-2013","non-NWCC",55.2834,-129.0503,0
"2230","New Aiyansh","OKAN","2013-2014","non-NWCC",55.2834,-129.0503,0
"2231","New Aiyansh","SEL","2004-2005","non-NWCC",55.2834,-129.0503,0
"2232","New Aiyansh","SEL","2005-2006","non-NWCC",55.2834,-129.0503,0
"2233","New Aiyansh","SEL","2006-2007","non-NWCC",55.2834,-129.0503,0
"2234","New Aiyansh","SEL","2007-2008","non-NWCC",55.2834,-129.0503,0
"2235","New Aiyansh","SEL","2008-2009","non-NWCC",55.2834,-129.0503,0
"2236","New Aiyansh","SEL","2009-2010","non-NWCC",55.2834,-129.0503,0
"2237","New Aiyansh","SEL","2010-2011","non-NWCC",55.2834,-129.0503,0
"2238","New Aiyansh","SEL","2011-2012","non-NWCC",55.2834,-129.0503,0
"2239","New Aiyansh","SEL","2012-2013","non-NWCC",55.2834,-129.0503,0
"2240","New Aiyansh","SEL","2013-2014","non-NWCC",55.2834,-129.0503,0
"2241","New Aiyansh","SFU","2004-2005","non-NWCC",55.2834,-129.0503,0
"2242","New Aiyansh","SFU","2005-2006","non-NWCC",55.2834,-129.0503,0
"2243","New Aiyansh","SFU","2006-2007","non-NWCC",55.2834,-129.0503,0
"2244","New Aiyansh","SFU","2007-2008","non-NWCC",55.2834,-129.0503,0
"2245","New Aiyansh","SFU","2008-2009","non-NWCC",55.2834,-129.0503,0
"2246","New Aiyansh","SFU","2009-2010","non-NWCC",55.2834,-129.0503,0
"2247","New Aiyansh","SFU","2010-2011","non-NWCC",55.2834,-129.0503,0
"2248","New Aiyansh","SFU","2011-2012","non-NWCC",55.2834,-129.0503,0
"2249","New Aiyansh","SFU","2012-2013","non-NWCC",55.2834,-129.0503,0
"2250","New Aiyansh","SFU","2013-2014","non-NWCC",55.2834,-129.0503,0
"2251","New Aiyansh","TRU","2004-2005","non-NWCC",55.2834,-129.0503,0
"2252","New Aiyansh","TRU","2005-2006","non-NWCC",55.2834,-129.0503,0
"2253","New Aiyansh","TRU","2006-2007","non-NWCC",55.2834,-129.0503,0
"2254","New Aiyansh","TRU","2007-2008","non-NWCC",55.2834,-129.0503,0
"2255","New Aiyansh","TRU","2008-2009","non-NWCC",55.2834,-129.0503,0
"2256","New Aiyansh","TRU","2009-2010","non-NWCC",55.2834,-129.0503,0
"2257","New Aiyansh","TRU","2010-2011","non-NWCC",55.2834,-129.0503,0
"2258","New Aiyansh","TRU","2011-2012","non-NWCC",55.2834,-129.0503,0
"2259","New Aiyansh","TRU","2012-2013","non-NWCC",55.2834,-129.0503,0
"2260","New Aiyansh","TRU","2013-2014","non-NWCC",55.2834,-129.0503,0
"2261","New Aiyansh","UBCO","2004-2005","non-NWCC",55.2834,-129.0503,0
"2262","New Aiyansh","UBCO","2005-2006","non-NWCC",55.2834,-129.0503,0
"2263","New Aiyansh","UBCO","2006-2007","non-NWCC",55.2834,-129.0503,0
"2264","New Aiyansh","UBCO","2007-2008","non-NWCC",55.2834,-129.0503,0
"2265","New Aiyansh","UBCO","2008-2009","non-NWCC",55.2834,-129.0503,0
"2266","New Aiyansh","UBCO","2009-2010","non-NWCC",55.2834,-129.0503,0
"2267","New Aiyansh","UBCO","2010-2011","non-NWCC",55.2834,-129.0503,0
"2268","New Aiyansh","UBCO","2011-2012","non-NWCC",55.2834,-129.0503,0
"2269","New Aiyansh","UBCO","2012-2013","non-NWCC",55.2834,-129.0503,0
"2270","New Aiyansh","UBCO","2013-2014","non-NWCC",55.2834,-129.0503,0
"2271","New Aiyansh","UBCV","2004-2005","non-NWCC",55.2834,-129.0503,0
"2272","New Aiyansh","UBCV","2005-2006","non-NWCC",55.2834,-129.0503,0
"2273","New Aiyansh","UBCV","2006-2007","non-NWCC",55.2834,-129.0503,0
"2274","New Aiyansh","UBCV","2007-2008","non-NWCC",55.2834,-129.0503,0
"2275","New Aiyansh","UBCV","2008-2009","non-NWCC",55.2834,-129.0503,0
"2276","New Aiyansh","UBCV","2009-2010","non-NWCC",55.2834,-129.0503,0
"2277","New Aiyansh","UBCV","2010-2011","non-NWCC",55.2834,-129.0503,0
"2278","New Aiyansh","UBCV","2011-2012","non-NWCC",55.2834,-129.0503,0
"2279","New Aiyansh","UBCV","2012-2013","non-NWCC",55.2834,-129.0503,0
"2280","New Aiyansh","UBCV","2013-2014","non-NWCC",55.2834,-129.0503,0
"2281","New Aiyansh","UFV","2004-2005","non-NWCC",55.2834,-129.0503,0
"2282","New Aiyansh","UFV","2005-2006","non-NWCC",55.2834,-129.0503,0
"2283","New Aiyansh","UFV","2006-2007","non-NWCC",55.2834,-129.0503,0
"2284","New Aiyansh","UFV","2007-2008","non-NWCC",55.2834,-129.0503,0
"2285","New Aiyansh","UFV","2008-2009","non-NWCC",55.2834,-129.0503,0
"2286","New Aiyansh","UFV","2009-2010","non-NWCC",55.2834,-129.0503,0
"2287","New Aiyansh","UFV","2010-2011","non-NWCC",55.2834,-129.0503,0
"2288","New Aiyansh","UFV","2011-2012","non-NWCC",55.2834,-129.0503,0
"2289","New Aiyansh","UFV","2012-2013","non-NWCC",55.2834,-129.0503,0
"2290","New Aiyansh","UFV","2013-2014","non-NWCC",55.2834,-129.0503,0
"2291","New Aiyansh","UNBC","2004-2005","non-NWCC",55.2834,-129.0503,0
"2292","New Aiyansh","UNBC","2005-2006","non-NWCC",55.2834,-129.0503,0
"2293","New Aiyansh","UNBC","2006-2007","non-NWCC",55.2834,-129.0503,0
"2294","New Aiyansh","UNBC","2007-2008","non-NWCC",55.2834,-129.0503,0
"2295","New Aiyansh","UNBC","2008-2009","non-NWCC",55.2834,-129.0503,0
"2296","New Aiyansh","UNBC","2009-2010","non-NWCC",55.2834,-129.0503,0
"2297","New Aiyansh","UNBC","2010-2011","non-NWCC",55.2834,-129.0503,0
"2298","New Aiyansh","UNBC","2011-2012","non-NWCC",55.2834,-129.0503,0
"2299","New Aiyansh","UNBC","2012-2013","non-NWCC",55.2834,-129.0503,1
"2300","New Aiyansh","UNBC","2013-2014","non-NWCC",55.2834,-129.0503,1
"2301","New Aiyansh","UVIC","2004-2005","non-NWCC",55.2834,-129.0503,0
"2302","New Aiyansh","UVIC","2005-2006","non-NWCC",55.2834,-129.0503,0
"2303","New Aiyansh","UVIC","2006-2007","non-NWCC",55.2834,-129.0503,0
"2304","New Aiyansh","UVIC","2007-2008","non-NWCC",55.2834,-129.0503,0
"2305","New Aiyansh","UVIC","2008-2009","non-NWCC",55.2834,-129.0503,0
"2306","New Aiyansh","UVIC","2009-2010","non-NWCC",55.2834,-129.0503,0
"2307","New Aiyansh","UVIC","2010-2011","non-NWCC",55.2834,-129.0503,0
"2308","New Aiyansh","UVIC","2011-2012","non-NWCC",55.2834,-129.0503,0
"2309","New Aiyansh","UVIC","2012-2013","non-NWCC",55.2834,-129.0503,0
"2310","New Aiyansh","UVIC","2013-2014","non-NWCC",55.2834,-129.0503,0
"2311","New Aiyansh","VCC","2004-2005","non-NWCC",55.2834,-129.0503,0
"2312","New Aiyansh","VCC","2005-2006","non-NWCC",55.2834,-129.0503,0
"2313","New Aiyansh","VCC","2006-2007","non-NWCC",55.2834,-129.0503,0
"2314","New Aiyansh","VCC","2007-2008","non-NWCC",55.2834,-129.0503,0
"2315","New Aiyansh","VCC","2008-2009","non-NWCC",55.2834,-129.0503,0
"2316","New Aiyansh","VCC","2009-2010","non-NWCC",55.2834,-129.0503,0
"2317","New Aiyansh","VCC","2010-2011","non-NWCC",55.2834,-129.0503,0
"2318","New Aiyansh","VCC","2011-2012","non-NWCC",55.2834,-129.0503,0
"2319","New Aiyansh","VCC","2012-2013","non-NWCC",55.2834,-129.0503,0
"2320","New Aiyansh","VCC","2013-2014","non-NWCC",55.2834,-129.0503,0
"2321","New Aiyansh","VIU","2004-2005","non-NWCC",55.2834,-129.0503,0
"2322","New Aiyansh","VIU","2005-2006","non-NWCC",55.2834,-129.0503,0
"2323","New Aiyansh","VIU","2006-2007","non-NWCC",55.2834,-129.0503,0
"2324","New Aiyansh","VIU","2007-2008","non-NWCC",55.2834,-129.0503,0
"2325","New Aiyansh","VIU","2008-2009","non-NWCC",55.2834,-129.0503,0
"2326","New Aiyansh","VIU","2009-2010","non-NWCC",55.2834,-129.0503,0
"2327","New Aiyansh","VIU","2010-2011","non-NWCC",55.2834,-129.0503,0
"2328","New Aiyansh","VIU","2011-2012","non-NWCC",55.2834,-129.0503,0
"2329","New Aiyansh","VIU","2012-2013","non-NWCC",55.2834,-129.0503,0
"2330","New Aiyansh","VIU","2013-2014","non-NWCC",55.2834,-129.0503,0
"2331","New Aiyansh","no_transfer_yet","2004-2005","non-NWCC",55.2834,-129.0503,0
"2332","New Aiyansh","no_transfer_yet","2005-2006","non-NWCC",55.2834,-129.0503,0
"2333","New Aiyansh","no_transfer_yet","2006-2007","non-NWCC",55.2834,-129.0503,0
"2334","New Aiyansh","no_transfer_yet","2007-2008","non-NWCC",55.2834,-129.0503,0
"2335","New Aiyansh","no_transfer_yet","2008-2009","non-NWCC",55.2834,-129.0503,0
"2336","New Aiyansh","no_transfer_yet","2009-2010","non-NWCC",55.2834,-129.0503,0
"2337","New Aiyansh","no_transfer_yet","2010-2011","non-NWCC",55.2834,-129.0503,0
"2338","New Aiyansh","no_transfer_yet","2011-2012","non-NWCC",55.2834,-129.0503,0
"2339","New Aiyansh","no_transfer_yet","2012-2013","non-NWCC",55.2834,-129.0503,4
"2340","New Aiyansh","no_transfer_yet","2013-2014","non-NWCC",55.2834,-129.0503,4
"2341","Prince Rupert","BCIT","2004-2005","non-NWCC",54.342,-130.2658,2
"2342","Prince Rupert","BCIT","2005-2006","non-NWCC",54.342,-130.2658,2
"2343","Prince Rupert","BCIT","2006-2007","non-NWCC",54.342,-130.2658,3
"2344","Prince Rupert","BCIT","2007-2008","non-NWCC",54.342,-130.2658,0
"2345","Prince Rupert","BCIT","2008-2009","non-NWCC",54.342,-130.2658,1
"2346","Prince Rupert","BCIT","2009-2010","non-NWCC",54.342,-130.2658,1
"2347","Prince Rupert","BCIT","2010-2011","non-NWCC",54.342,-130.2658,2
"2348","Prince Rupert","BCIT","2011-2012","non-NWCC",54.342,-130.2658,3
"2349","Prince Rupert","BCIT","2012-2013","non-NWCC",54.342,-130.2658,1
"2350","Prince Rupert","BCIT","2013-2014","non-NWCC",54.342,-130.2658,2
"2351","Prince Rupert","CAM","2004-2005","non-NWCC",54.342,-130.2658,2
"2352","Prince Rupert","CAM","2005-2006","non-NWCC",54.342,-130.2658,0
"2353","Prince Rupert","CAM","2006-2007","non-NWCC",54.342,-130.2658,1
"2354","Prince Rupert","CAM","2007-2008","non-NWCC",54.342,-130.2658,3
"2355","Prince Rupert","CAM","2008-2009","non-NWCC",54.342,-130.2658,2
"2356","Prince Rupert","CAM","2009-2010","non-NWCC",54.342,-130.2658,2
"2357","Prince Rupert","CAM","2010-2011","non-NWCC",54.342,-130.2658,0
"2358","Prince Rupert","CAM","2011-2012","non-NWCC",54.342,-130.2658,4
"2359","Prince Rupert","CAM","2012-2013","non-NWCC",54.342,-130.2658,2
"2360","Prince Rupert","CAM","2013-2014","non-NWCC",54.342,-130.2658,2
"2361","Prince Rupert","CAPU","2004-2005","non-NWCC",54.342,-130.2658,0
"2362","Prince Rupert","CAPU","2005-2006","non-NWCC",54.342,-130.2658,1
"2363","Prince Rupert","CAPU","2006-2007","non-NWCC",54.342,-130.2658,0
"2364","Prince Rupert","CAPU","2007-2008","non-NWCC",54.342,-130.2658,0
"2365","Prince Rupert","CAPU","2008-2009","non-NWCC",54.342,-130.2658,0
"2366","Prince Rupert","CAPU","2009-2010","non-NWCC",54.342,-130.2658,0
"2367","Prince Rupert","CAPU","2010-2011","non-NWCC",54.342,-130.2658,0
"2368","Prince Rupert","CAPU","2011-2012","non-NWCC",54.342,-130.2658,0
"2369","Prince Rupert","CAPU","2012-2013","non-NWCC",54.342,-130.2658,0
"2370","Prince Rupert","CAPU","2013-2014","non-NWCC",54.342,-130.2658,0
"2371","Prince Rupert","CNC","2004-2005","non-NWCC",54.342,-130.2658,2
"2372","Prince Rupert","CNC","2005-2006","non-NWCC",54.342,-130.2658,0
"2373","Prince Rupert","CNC","2006-2007","non-NWCC",54.342,-130.2658,1
"2374","Prince Rupert","CNC","2007-2008","non-NWCC",54.342,-130.2658,1
"2375","Prince Rupert","CNC","2008-2009","non-NWCC",54.342,-130.2658,0
"2376","Prince Rupert","CNC","2009-2010","non-NWCC",54.342,-130.2658,4
"2377","Prince Rupert","CNC","2010-2011","non-NWCC",54.342,-130.2658,2
"2378","Prince Rupert","CNC","2011-2012","non-NWCC",54.342,-130.2658,3
"2379","Prince Rupert","CNC","2012-2013","non-NWCC",54.342,-130.2658,0
"2380","Prince Rupert","CNC","2013-2014","non-NWCC",54.342,-130.2658,3
"2381","Prince Rupert","COTR","2004-2005","non-NWCC",54.342,-130.2658,0
"2382","Prince Rupert","COTR","2005-2006","non-NWCC",54.342,-130.2658,0
"2383","Prince Rupert","COTR","2006-2007","non-NWCC",54.342,-130.2658,0
"2384","Prince Rupert","COTR","2007-2008","non-NWCC",54.342,-130.2658,0
"2385","Prince Rupert","COTR","2008-2009","non-NWCC",54.342,-130.2658,1
"2386","Prince Rupert","COTR","2009-2010","non-NWCC",54.342,-130.2658,0
"2387","Prince Rupert","COTR","2010-2011","non-NWCC",54.342,-130.2658,0
"2388","Prince Rupert","COTR","2011-2012","non-NWCC",54.342,-130.2658,0
"2389","Prince Rupert","COTR","2012-2013","non-NWCC",54.342,-130.2658,0
"2390","Prince Rupert","COTR","2013-2014","non-NWCC",54.342,-130.2658,0
"2391","Prince Rupert","DOUG","2004-2005","non-NWCC",54.342,-130.2658,1
"2392","Prince Rupert","DOUG","2005-2006","non-NWCC",54.342,-130.2658,1
"2393","Prince Rupert","DOUG","2006-2007","non-NWCC",54.342,-130.2658,1
"2394","Prince Rupert","DOUG","2007-2008","non-NWCC",54.342,-130.2658,0
"2395","Prince Rupert","DOUG","2008-2009","non-NWCC",54.342,-130.2658,0
"2396","Prince Rupert","DOUG","2009-2010","non-NWCC",54.342,-130.2658,0
"2397","Prince Rupert","DOUG","2010-2011","non-NWCC",54.342,-130.2658,0
"2398","Prince Rupert","DOUG","2011-2012","non-NWCC",54.342,-130.2658,0
"2399","Prince Rupert","DOUG","2012-2013","non-NWCC",54.342,-130.2658,1
"2400","Prince Rupert","DOUG","2013-2014","non-NWCC",54.342,-130.2658,0
"2401","Prince Rupert","ECU","2004-2005","non-NWCC",54.342,-130.2658,0
"2402","Prince Rupert","ECU","2005-2006","non-NWCC",54.342,-130.2658,0
"2403","Prince Rupert","ECU","2006-2007","non-NWCC",54.342,-130.2658,0
"2404","Prince Rupert","ECU","2007-2008","non-NWCC",54.342,-130.2658,0
"2405","Prince Rupert","ECU","2008-2009","non-NWCC",54.342,-130.2658,0
"2406","Prince Rupert","ECU","2009-2010","non-NWCC",54.342,-130.2658,0
"2407","Prince Rupert","ECU","2010-2011","non-NWCC",54.342,-130.2658,0
"2408","Prince Rupert","ECU","2011-2012","non-NWCC",54.342,-130.2658,1
"2409","Prince Rupert","ECU","2012-2013","non-NWCC",54.342,-130.2658,0
"2410","Prince Rupert","ECU","2013-2014","non-NWCC",54.342,-130.2658,0
"2411","Prince Rupert","JIBC","2004-2005","non-NWCC",54.342,-130.2658,0
"2412","Prince Rupert","JIBC","2005-2006","non-NWCC",54.342,-130.2658,1
"2413","Prince Rupert","JIBC","2006-2007","non-NWCC",54.342,-130.2658,1
"2414","Prince Rupert","JIBC","2007-2008","non-NWCC",54.342,-130.2658,0
"2415","Prince Rupert","JIBC","2008-2009","non-NWCC",54.342,-130.2658,1
"2416","Prince Rupert","JIBC","2009-2010","non-NWCC",54.342,-130.2658,1
"2417","Prince Rupert","JIBC","2010-2011","non-NWCC",54.342,-130.2658,1
"2418","Prince Rupert","JIBC","2011-2012","non-NWCC",54.342,-130.2658,2
"2419","Prince Rupert","JIBC","2012-2013","non-NWCC",54.342,-130.2658,0
"2420","Prince Rupert","JIBC","2013-2014","non-NWCC",54.342,-130.2658,0
"2421","Prince Rupert","KPU","2004-2005","non-NWCC",54.342,-130.2658,0
"2422","Prince Rupert","KPU","2005-2006","non-NWCC",54.342,-130.2658,0
"2423","Prince Rupert","KPU","2006-2007","non-NWCC",54.342,-130.2658,0
"2424","Prince Rupert","KPU","2007-2008","non-NWCC",54.342,-130.2658,1
"2425","Prince Rupert","KPU","2008-2009","non-NWCC",54.342,-130.2658,0
"2426","Prince Rupert","KPU","2009-2010","non-NWCC",54.342,-130.2658,2
"2427","Prince Rupert","KPU","2010-2011","non-NWCC",54.342,-130.2658,0
"2428","Prince Rupert","KPU","2011-2012","non-NWCC",54.342,-130.2658,0
"2429","Prince Rupert","KPU","2012-2013","non-NWCC",54.342,-130.2658,0
"2430","Prince Rupert","KPU","2013-2014","non-NWCC",54.342,-130.2658,0
"2431","Prince Rupert","LANG","2004-2005","non-NWCC",54.342,-130.2658,0
"2432","Prince Rupert","LANG","2005-2006","non-NWCC",54.342,-130.2658,1
"2433","Prince Rupert","LANG","2006-2007","non-NWCC",54.342,-130.2658,3
"2434","Prince Rupert","LANG","2007-2008","non-NWCC",54.342,-130.2658,0
"2435","Prince Rupert","LANG","2008-2009","non-NWCC",54.342,-130.2658,0
"2436","Prince Rupert","LANG","2009-2010","non-NWCC",54.342,-130.2658,0
"2437","Prince Rupert","LANG","2010-2011","non-NWCC",54.342,-130.2658,0
"2438","Prince Rupert","LANG","2011-2012","non-NWCC",54.342,-130.2658,0
"2439","Prince Rupert","LANG","2012-2013","non-NWCC",54.342,-130.2658,1
"2440","Prince Rupert","LANG","2013-2014","non-NWCC",54.342,-130.2658,3
"2441","Prince Rupert","NIC","2004-2005","non-NWCC",54.342,-130.2658,0
"2442","Prince Rupert","NIC","2005-2006","non-NWCC",54.342,-130.2658,0
"2443","Prince Rupert","NIC","2006-2007","non-NWCC",54.342,-130.2658,0
"2444","Prince Rupert","NIC","2007-2008","non-NWCC",54.342,-130.2658,0
"2445","Prince Rupert","NIC","2008-2009","non-NWCC",54.342,-130.2658,0
"2446","Prince Rupert","NIC","2009-2010","non-NWCC",54.342,-130.2658,0
"2447","Prince Rupert","NIC","2010-2011","non-NWCC",54.342,-130.2658,0
"2448","Prince Rupert","NIC","2011-2012","non-NWCC",54.342,-130.2658,2
"2449","Prince Rupert","NIC","2012-2013","non-NWCC",54.342,-130.2658,1
"2450","Prince Rupert","NIC","2013-2014","non-NWCC",54.342,-130.2658,0
"2451","Prince Rupert","NLC","2004-2005","non-NWCC",54.342,-130.2658,1
"2452","Prince Rupert","NLC","2005-2006","non-NWCC",54.342,-130.2658,1
"2453","Prince Rupert","NLC","2006-2007","non-NWCC",54.342,-130.2658,0
"2454","Prince Rupert","NLC","2007-2008","non-NWCC",54.342,-130.2658,0
"2455","Prince Rupert","NLC","2008-2009","non-NWCC",54.342,-130.2658,1
"2456","Prince Rupert","NLC","2009-2010","non-NWCC",54.342,-130.2658,0
"2457","Prince Rupert","NLC","2010-2011","non-NWCC",54.342,-130.2658,0
"2458","Prince Rupert","NLC","2011-2012","non-NWCC",54.342,-130.2658,0
"2459","Prince Rupert","NLC","2012-2013","non-NWCC",54.342,-130.2658,1
"2460","Prince Rupert","NLC","2013-2014","non-NWCC",54.342,-130.2658,1
"2461","Prince Rupert","NVIT","2004-2005","non-NWCC",54.342,-130.2658,0
"2462","Prince Rupert","NVIT","2005-2006","non-NWCC",54.342,-130.2658,0
"2463","Prince Rupert","NVIT","2006-2007","non-NWCC",54.342,-130.2658,0
"2464","Prince Rupert","NVIT","2007-2008","non-NWCC",54.342,-130.2658,0
"2465","Prince Rupert","NVIT","2008-2009","non-NWCC",54.342,-130.2658,0
"2466","Prince Rupert","NVIT","2009-2010","non-NWCC",54.342,-130.2658,1
"2467","Prince Rupert","NVIT","2010-2011","non-NWCC",54.342,-130.2658,0
"2468","Prince Rupert","NVIT","2011-2012","non-NWCC",54.342,-130.2658,0
"2469","Prince Rupert","NVIT","2012-2013","non-NWCC",54.342,-130.2658,0
"2470","Prince Rupert","NVIT","2013-2014","non-NWCC",54.342,-130.2658,0
"2471","Prince Rupert","NWCC","2004-2005","NWCC",54.342,-130.2658,47
"2472","Prince Rupert","NWCC","2005-2006","NWCC",54.342,-130.2658,54
"2473","Prince Rupert","NWCC","2006-2007","NWCC",54.342,-130.2658,48
"2474","Prince Rupert","NWCC","2007-2008","NWCC",54.342,-130.2658,43
"2475","Prince Rupert","NWCC","2008-2009","NWCC",54.342,-130.2658,28
"2476","Prince Rupert","NWCC","2009-2010","NWCC",54.342,-130.2658,31
"2477","Prince Rupert","NWCC","2010-2011","NWCC",54.342,-130.2658,33
"2478","Prince Rupert","NWCC","2011-2012","NWCC",54.342,-130.2658,51
"2479","Prince Rupert","NWCC","2012-2013","NWCC",54.342,-130.2658,47
"2480","Prince Rupert","NWCC","2013-2014","NWCC",54.342,-130.2658,32
"2481","Prince Rupert","OKAN","2004-2005","non-NWCC",54.342,-130.2658,0
"2482","Prince Rupert","OKAN","2005-2006","non-NWCC",54.342,-130.2658,1
"2483","Prince Rupert","OKAN","2006-2007","non-NWCC",54.342,-130.2658,1
"2484","Prince Rupert","OKAN","2007-2008","non-NWCC",54.342,-130.2658,2
"2485","Prince Rupert","OKAN","2008-2009","non-NWCC",54.342,-130.2658,1
"2486","Prince Rupert","OKAN","2009-2010","non-NWCC",54.342,-130.2658,0
"2487","Prince Rupert","OKAN","2010-2011","non-NWCC",54.342,-130.2658,3
"2488","Prince Rupert","OKAN","2011-2012","non-NWCC",54.342,-130.2658,2
"2489","Prince Rupert","OKAN","2012-2013","non-NWCC",54.342,-130.2658,1
"2490","Prince Rupert","OKAN","2013-2014","non-NWCC",54.342,-130.2658,0
"2491","Prince Rupert","SEL","2004-2005","non-NWCC",54.342,-130.2658,0
"2492","Prince Rupert","SEL","2005-2006","non-NWCC",54.342,-130.2658,0
"2493","Prince Rupert","SEL","2006-2007","non-NWCC",54.342,-130.2658,0
"2494","Prince Rupert","SEL","2007-2008","non-NWCC",54.342,-130.2658,0
"2495","Prince Rupert","SEL","2008-2009","non-NWCC",54.342,-130.2658,0
"2496","Prince Rupert","SEL","2009-2010","non-NWCC",54.342,-130.2658,0
"2497","Prince Rupert","SEL","2010-2011","non-NWCC",54.342,-130.2658,0
"2498","Prince Rupert","SEL","2011-2012","non-NWCC",54.342,-130.2658,1
"2499","Prince Rupert","SEL","2012-2013","non-NWCC",54.342,-130.2658,0
"2500","Prince Rupert","SEL","2013-2014","non-NWCC",54.342,-130.2658,0
"2501","Prince Rupert","SFU","2004-2005","non-NWCC",54.342,-130.2658,0
"2502","Prince Rupert","SFU","2005-2006","non-NWCC",54.342,-130.2658,0
"2503","Prince Rupert","SFU","2006-2007","non-NWCC",54.342,-130.2658,0
"2504","Prince Rupert","SFU","2007-2008","non-NWCC",54.342,-130.2658,0
"2505","Prince Rupert","SFU","2008-2009","non-NWCC",54.342,-130.2658,0
"2506","Prince Rupert","SFU","2009-2010","non-NWCC",54.342,-130.2658,0
"2507","Prince Rupert","SFU","2010-2011","non-NWCC",54.342,-130.2658,0
"2508","Prince Rupert","SFU","2011-2012","non-NWCC",54.342,-130.2658,0
"2509","Prince Rupert","SFU","2012-2013","non-NWCC",54.342,-130.2658,0
