"","town","K12_SCHOOL_NAME","K12_DISTRICT_NUMBER","K12_GRAD_SCHOOL_YEAR","PSI_AGE","PSI_GENDER","PSI_CIP_2DIGIT_DESCRIPTION","to_psi","count","latitude","longitude"
"962","Granisle","Babine Elem-Secondary","091","2008-2009","21","M","High school/secondary diploma and certificate programs","NWCC","1",54.887,-126.2084
"963","Granisle","Babine Elem-Secondary","091","2011-2012","18","M","Mechanic and repair technologies/technicians","CNC","1",54.887,-126.2084
"964","Granisle","Babine Elem-Secondary","091","2013-2014","18","M","Liberal arts and sciences, general studies and humanities","VIU","1",54.887,-126.2084
"965","Granisle","Babine Elem-Secondary","091","2010-2011","19","F","Business, management, marketing and related support services","CNC","1",54.887,-126.2084
"966","Granisle","Babine Elem-Secondary","091","2004-2005","(blank)","(blank)","(blank)","no_transfer_yet","1",54.887,-126.2084
"967","Granisle","Babine Elem-Secondary","091","2006-2007","19","M","High school/secondary diploma and certificate programs","CNC","1",54.887,-126.2084
"968","Granisle","Babine Elem-Secondary","091","2008-2009","19","M","Construction trades","CNC","1",54.887,-126.2084
"969","Granisle","Babine Elem-Secondary","091","2011-2012","19","M","Mechanic and repair technologies/technicians","CNC","1",54.887,-126.2084
"970","Granisle","Babine Elem-Secondary","091","2010-2011","18","M","High school/secondary diploma and certificate programs","CNC","1",54.887,-126.2084
"971","Granisle","Babine Elem-Secondary","091","2004-2005","26","M","Engineering technologies and engineering-related fields","NLC","1",54.887,-126.2084
"972","Granisle","Babine Elem-Secondary","091","2007-2008","18","M","Liberal arts and sciences, general studies and humanities","CNC","1",54.887,-126.2084
"973","Hazelton","Hazelton Secondary","082","2004-2005","21","M","High school/secondary diploma and certificate programs","NWCC","1",55.2525,-127.6788
"974","Hazelton","Hazelton Secondary","082","2007-2008","23","F","Business, management, marketing and related support services","NWCC","1",55.2525,-127.6788
"975","Hazelton","Hazelton Secondary","082","2008-2009","17","F","High school/secondary diploma and certificate programs","NWCC","1",55.2525,-127.6788
"976","Hazelton","Hazelton Secondary","082","2013-2014","18","M","Computer and information sciences and support services","NWCC","1",55.2525,-127.6788
"977","Hazelton","Hazelton Secondary","082","2007-2008","20","M","High school/secondary diploma and certificate programs","NWCC","1",55.2525,-127.6788
"978","Hazelton","Hazelton Secondary","082","2008-2009","17","F","Liberal arts and sciences, general studies and humanities","TRU","1",55.2525,-127.6788
"979","Hazelton","Hazelton Secondary","082","2008-2009","18","M","Education","NWCC","1",55.2525,-127.6788
"980","Hazelton","Hazelton Secondary","082","2004-2005","27","M","High school/secondary diploma and certificate programs","NWCC","1",55.2525,-127.6788
"981","Hazelton","Hazelton Secondary","082","2011-2012","18","F","Health professions and related programs","NWCC","1",55.2525,-127.6788
"982","Hazelton","Hazelton Secondary","082","2006-2007","18","F","Business, management, marketing and related support services","CAPU","1",55.2525,-127.6788
"983","Hazelton","Hazelton Secondary","082","2009-2010","19","M","Parks, recreation, leisure and fitness studies","NWCC","1",55.2525,-127.6788
"984","Hazelton","Hazelton Secondary","082","2005-2006","18","F","Liberal arts and sciences, general studies and humanities","CNC","1",55.2525,-127.6788
"985","Hazelton","Hazelton Secondary","082","2008-2009","18","F","Liberal arts and sciences, general studies and humanities","VIU","1",55.2525,-127.6788
"986","Hazelton","Hazelton Secondary","082","2006-2007","17","M","Biological and biomedical sciences","UNBC","1",55.2525,-127.6788
"987","Hazelton","Hazelton Secondary","082","2008-2009","18","F","Visual and performing arts","CAPU","1",55.2525,-127.6788
"988","Hazelton","Hazelton Secondary","082","2008-2009","19","M","Liberal arts and sciences, general studies and humanities","VIU","1",55.2525,-127.6788
"989","Hazelton","Hazelton Secondary","082","2009-2010","18","F","Parks, recreation, leisure and fitness studies","SFU","1",55.2525,-127.6788
"990","Hazelton","Hazelton Secondary","082","2011-2012","18","F","Personal and culinary services","NWCC","1",55.2525,-127.6788
"991","Hazelton","Hazelton Secondary","082","2009-2010","21","F","Computer and information sciences and support services","NWCC","1",55.2525,-127.6788
"992","Hazelton","Hazelton Secondary","082","2007-2008","(blank)","(blank)","(blank)","no_transfer_yet","8",55.2525,-127.6788
"993","Hazelton","Hazelton Secondary","082","2004-2005","21","M","Precision production","NWCC","1",55.2525,-127.6788
"994","Hazelton","Hazelton Secondary","082","2007-2008","17","F","Liberal arts and sciences, general studies and humanities","TRU","1",55.2525,-127.6788
"995","Hazelton","Hazelton Secondary","082","2004-2005","22","F","Personal and culinary services","CNC","1",55.2525,-127.6788
"996","Hazelton","Hazelton Secondary","082","2013-2014","17","F","Liberal arts and sciences, general studies and humanities","UBCO","1",55.2525,-127.6788
"997","Hazelton","Hazelton Secondary","082","2004-2005","17","F","Social sciences","TRU","1",55.2525,-127.6788
"998","Hazelton","Hazelton Secondary","082","2008-2009","18","F","Health professions and related programs","CAPU","1",55.2525,-127.6788
"999","Hazelton","Hazelton Secondary","082","2006-2007","17","M","High school/secondary diploma and certificate programs","CNC","1",55.2525,-127.6788
"1000","Hazelton","Hazelton Secondary","082","2004-2005","19","F","Liberal arts and sciences, general studies and humanities","CNC","1",55.2525,-127.6788
"1001","Hazelton","Hazelton Secondary","082","2012-2013","19","F","Precision production","NWCC","1",55.2525,-127.6788
"1002","Hazelton","Hazelton Secondary","082","2004-2005","20","M","Health professions and related programs","NWCC","4",55.2525,-127.6788
"1003","Hazelton","Hazelton Secondary","082","2006-2007","18","F","Liberal arts and sciences, general studies and humanities","TRU","1",55.2525,-127.6788
"1004","Hazelton","Hazelton Secondary","082","2008-2009","(blank)","(blank)","(blank)","no_transfer_yet","6",55.2525,-127.6788
"1005","Hazelton","Hazelton Secondary","082","2013-2014","18","M","High school/secondary diploma and certificate programs","NWCC","1",55.2525,-127.6788
"1006","Hazelton","Hazelton Secondary","082","2007-2008","19","M","High school/secondary diploma and certificate programs","NWCC","3",55.2525,-127.6788
"1007","Hazelton","Hazelton Secondary","082","2007-2008","18","F","High school/secondary diploma and certificate programs","CNC","1",55.2525,-127.6788
"1008","Hazelton","Hazelton Secondary","082","2013-2014","18","F","Business, management, marketing and related support services","UBCV","1",55.2525,-127.6788
"1009","Hazelton","Hazelton Secondary","082","2007-2008","19","F","Liberal arts and sciences, general studies and humanities","CNC","1",55.2525,-127.6788
"1010","Hazelton","Hazelton Secondary","082","2008-2009","18","M","Biological and biomedical sciences","UNBC","1",55.2525,-127.6788
"1011","Hazelton","Hazelton Secondary","082","2008-2009","17","M","High school/secondary diploma and certificate programs","NWCC","1",55.2525,-127.6788
"1012","Hazelton","Hazelton Secondary","082","2008-2009","18","F","High school/secondary diploma and certificate programs","NWCC","2",55.2525,-127.6788
"1013","Hazelton","Hazelton Secondary","082","2008-2009","19","M","Construction trades","NWCC","1",55.2525,-127.6788
